district,chamber,indicator,value,topic,type,format,pad,id
State Senate District 12,Senate,Total population,95117,Race and ethnicity,table,",",012,610U500US09012
State Senate District 13,Senate,Total population,96589,Race and ethnicity,table,",",013,610U500US09013
State Senate District 14,Senate,Total population,94641,Race and ethnicity,table,",",014,610U500US09014
State Senate District 15,Senate,Total population,99770,Race and ethnicity,table,",",015,610U500US09015
State Senate District 16,Senate,Total population,104301,Race and ethnicity,table,",",016,610U500US09016
State Senate District 17,Senate,Total population,99372,Race and ethnicity,table,",",017,610U500US09017
State Senate District 18,Senate,Total population,101601,Race and ethnicity,table,",",018,610U500US09018
State Senate District 19,Senate,Total population,99917,Race and ethnicity,table,",",019,610U500US09019
State Senate District 20,Senate,Total population,96242,Race and ethnicity,table,",",020,610U500US09020
State Senate District 21,Senate,Total population,102234,Race and ethnicity,table,",",021,610U500US09021
State Senate District 22,Senate,Total population,99821,Race and ethnicity,table,",",022,610U500US09022
State Senate District 23,Senate,Total population,98030,Race and ethnicity,table,",",023,610U500US09023
State Senate District 24,Senate,Total population,107013,Race and ethnicity,table,",",024,610U500US09024
State Senate District 25,Senate,Total population,102372,Race and ethnicity,table,",",025,610U500US09025
State Senate District 26,Senate,Total population,107351,Race and ethnicity,table,",",026,610U500US09026
State Senate District 27,Senate,Total population,108076,Race and ethnicity,table,",",027,610U500US09027
State Senate District 28,Senate,Total population,104444,Race and ethnicity,table,",",028,610U500US09028
State Senate District 29,Senate,Total population,101962,Race and ethnicity,table,",",029,610U500US09029
State Senate District 30,Senate,Total population,95038,Race and ethnicity,table,",",030,610U500US09030
State Senate District 31,Senate,Total population,101782,Race and ethnicity,table,",",031,610U500US09031
State Senate District 32,Senate,Total population,93105,Race and ethnicity,table,",",032,610U500US09032
State Senate District 33,Senate,Total population,99937,Race and ethnicity,table,",",033,610U500US09033
State Senate District 34,Senate,Total population,96262,Race and ethnicity,table,",",034,610U500US09034
State Senate District 35,Senate,Total population,100982,Race and ethnicity,table,",",035,610U500US09035
State Senate District 36,Senate,Total population,98830,Race and ethnicity,table,",",036,610U500US09036
State House District 1,House,Total population,22923,Race and ethnicity,table,",",001,620L500US09001
State House District 2,House,Total population,24363,Race and ethnicity,table,",",002,620L500US09002
State House District 3,House,Total population,21702,Race and ethnicity,table,",",003,620L500US09003
State House District 4,House,Total population,23089,Race and ethnicity,table,",",004,620L500US09004
State House District 5,House,Total population,23978,Race and ethnicity,table,",",005,620L500US09005
State House District 6,House,Total population,23375,Race and ethnicity,table,",",006,620L500US09006
State House District 7,House,Total population,23314,Race and ethnicity,table,",",007,620L500US09007
State House District 8,House,Total population,23714,Race and ethnicity,table,",",008,620L500US09008
State House District 9,House,Total population,25757,Race and ethnicity,table,",",009,620L500US09009
State House District 10,House,Total population,22826,Race and ethnicity,table,",",010,620L500US09010
State House District 11,House,Total population,24236,Race and ethnicity,table,",",011,620L500US09011
State House District 12,House,Total population,24344,Race and ethnicity,table,",",012,620L500US09012
State House District 13,House,Total population,23632,Race and ethnicity,table,",",013,620L500US09013
State House District 14,House,Total population,24218,Race and ethnicity,table,",",014,620L500US09014
State House District 15,House,Total population,23022,Race and ethnicity,table,",",015,620L500US09015
State House District 16,House,Total population,24015,Race and ethnicity,table,",",016,620L500US09016
State House District 17,House,Total population,23458,Race and ethnicity,table,",",017,620L500US09017
State House District 18,House,Total population,23129,Race and ethnicity,table,",",018,620L500US09018
State House District 19,House,Total population,24841,Race and ethnicity,table,",",019,620L500US09019
State House District 20,House,Total population,22079,Race and ethnicity,table,",",020,620L500US09020
State House District 21,House,Total population,23920,Race and ethnicity,table,",",021,620L500US09021
State House District 22,House,Total population,23115,Race and ethnicity,table,",",022,620L500US09022
State House District 23,House,Total population,22996,Race and ethnicity,table,",",023,620L500US09023
State House District 24,House,Total population,22550,Race and ethnicity,table,",",024,620L500US09024
State House District 25,House,Total population,24244,Race and ethnicity,table,",",025,620L500US09025
State House District 26,House,Total population,24288,Race and ethnicity,table,",",026,620L500US09026
State House District 27,House,Total population,24729,Race and ethnicity,table,",",027,620L500US09027
State House District 28,House,Total population,23859,Race and ethnicity,table,",",028,620L500US09028
State House District 29,House,Total population,24769,Race and ethnicity,table,",",029,620L500US09029
State House District 30,House,Total population,25217,Race and ethnicity,table,",",030,620L500US09030
State House District 31,House,Total population,24364,Race and ethnicity,table,",",031,620L500US09031
State House District 32,House,Total population,23453,Race and ethnicity,table,",",032,620L500US09032
State House District 33,House,Total population,24278,Race and ethnicity,table,",",033,620L500US09033
State House District 34,House,Total population,23440,Race and ethnicity,table,",",034,620L500US09034
State House District 35,House,Total population,23547,Race and ethnicity,table,",",035,620L500US09035
State House District 36,House,Total population,23739,Race and ethnicity,table,",",036,620L500US09036
State House District 37,House,Total population,23098,Race and ethnicity,table,",",037,620L500US09037
State House District 38,House,Total population,23779,Race and ethnicity,table,",",038,620L500US09038
State House District 39,House,Total population,23110,Race and ethnicity,table,",",039,620L500US09039
State House District 40,House,Total population,23830,Race and ethnicity,table,",",040,620L500US09040
State House District 41,House,Total population,22414,Race and ethnicity,table,",",041,620L500US09041
State House District 42,House,Total population,23496,Race and ethnicity,table,",",042,620L500US09042
State House District 43,House,Total population,23753,Race and ethnicity,table,",",043,620L500US09043
State House District 44,House,Total population,24201,Race and ethnicity,table,",",044,620L500US09044
State House District 45,House,Total population,22898,Race and ethnicity,table,",",045,620L500US09045
State House District 46,House,Total population,24321,Race and ethnicity,table,",",046,620L500US09046
State House District 47,House,Total population,24787,Race and ethnicity,table,",",047,620L500US09047
State House District 48,House,Total population,23687,Race and ethnicity,table,",",048,620L500US09048
State House District 49,House,Total population,23602,Race and ethnicity,table,",",049,620L500US09049
State House District 50,House,Total population,22946,Race and ethnicity,table,",",050,620L500US09050
State House District 51,House,Total population,23518,Race and ethnicity,table,",",051,620L500US09051
State House District 52,House,Total population,23274,Race and ethnicity,table,",",052,620L500US09052
State House District 53,House,Total population,24130,Race and ethnicity,table,",",053,620L500US09053
State House District 54,House,Total population,23001,Race and ethnicity,table,",",054,620L500US09054
State House District 55,House,Total population,24167,Race and ethnicity,table,",",055,620L500US09055
State House District 56,House,Total population,24299,Race and ethnicity,table,",",056,620L500US09056
State House District 57,House,Total population,24232,Race and ethnicity,table,",",057,620L500US09057
State House District 58,House,Total population,24073,Race and ethnicity,table,",",058,620L500US09058
State House District 59,House,Total population,23483,Race and ethnicity,table,",",059,620L500US09059
State House District 60,House,Total population,22882,Race and ethnicity,table,",",060,620L500US09060
State House District 61,House,Total population,23147,Race and ethnicity,table,",",061,620L500US09061
State House District 62,House,Total population,23913,Race and ethnicity,table,",",062,620L500US09062
State House District 63,House,Total population,22588,Race and ethnicity,table,",",063,620L500US09063
State House District 64,House,Total population,21907,Race and ethnicity,table,",",064,620L500US09064
State House District 65,House,Total population,22632,Race and ethnicity,table,",",065,620L500US09065
State House District 66,House,Total population,22668,Race and ethnicity,table,",",066,620L500US09066
State House District 67,House,Total population,23468,Race and ethnicity,table,",",067,620L500US09067
State House District 68,House,Total population,23112,Race and ethnicity,table,",",068,620L500US09068
State House District 69,House,Total population,24045,Race and ethnicity,table,",",069,620L500US09069
State House District 70,House,Total population,22937,Race and ethnicity,table,",",070,620L500US09070
State House District 71,House,Total population,22816,Race and ethnicity,table,",",071,620L500US09071
State House District 72,House,Total population,23811,Race and ethnicity,table,",",072,620L500US09072
State House District 73,House,Total population,24085,Race and ethnicity,table,",",073,620L500US09073
State House District 74,House,Total population,24356,Race and ethnicity,table,",",074,620L500US09074
State House District 75,House,Total population,21749,Race and ethnicity,table,",",075,620L500US09075
State House District 76,House,Total population,24388,Race and ethnicity,table,",",076,620L500US09076
State House District 77,House,Total population,24243,Race and ethnicity,table,",",077,620L500US09077
State House District 78,House,Total population,23841,Race and ethnicity,table,",",078,620L500US09078
State House District 79,House,Total population,24279,Race and ethnicity,table,",",079,620L500US09079
State House District 80,House,Total population,23085,Race and ethnicity,table,",",080,620L500US09080
State House District 81,House,Total population,23010,Race and ethnicity,table,",",081,620L500US09081
State House District 82,House,Total population,23683,Race and ethnicity,table,",",082,620L500US09082
State House District 83,House,Total population,26369,Race and ethnicity,table,",",083,620L500US09083
State House District 84,House,Total population,20318,Race and ethnicity,table,",",084,620L500US09084
State House District 85,House,Total population,22377,Race and ethnicity,table,",",085,620L500US09085
State House District 86,House,Total population,23013,Race and ethnicity,table,",",086,620L500US09086
State House District 87,House,Total population,23888,Race and ethnicity,table,",",087,620L500US09087
State House District 88,House,Total population,23448,Race and ethnicity,table,",",088,620L500US09088
State House District 89,House,Total population,23190,Race and ethnicity,table,",",089,620L500US09089
State House District 90,House,Total population,22900,Race and ethnicity,table,",",090,620L500US09090
State House District 91,House,Total population,25671,Race and ethnicity,table,",",091,620L500US09091
State House District 92,House,Total population,25102,Race and ethnicity,table,",",092,620L500US09092
State House District 93,House,Total population,22708,Race and ethnicity,table,",",093,620L500US09093
State House District 94,House,Total population,23810,Race and ethnicity,table,",",094,620L500US09094
State House District 95,House,Total population,25368,Race and ethnicity,table,",",095,620L500US09095
State House District 96,House,Total population,26090,Race and ethnicity,table,",",096,620L500US09096
State House District 97,House,Total population,23962,Race and ethnicity,table,",",097,620L500US09097
State House District 98,House,Total population,22706,Race and ethnicity,table,",",098,620L500US09098
State House District 99,House,Total population,23728,Race and ethnicity,table,",",099,620L500US09099
State House District 100,House,Total population,22655,Race and ethnicity,table,",",100,620L500US09100
State House District 101,House,Total population,23319,Race and ethnicity,table,",",101,620L500US09101
State House District 102,House,Total population,23095,Race and ethnicity,table,",",102,620L500US09102
State House District 103,House,Total population,23064,Race and ethnicity,table,",",103,620L500US09103
